views,likes,dislikes
2731544,48940,7282
3666161,213500,6792
52180728,637267,54981
146856,5555,107
3125402,172509,4461
2612612,30659,1097
8538927,311781,8987
408667,11780,701
2092853,261707,5179
10093668,91999,27249
1122569,79657,2278
181523,3925,55
155584,4908,141
3219605,75188,3393
14937243,683251,21860
1779137,41485,3024
1565169,42747,437
5286418,193234,30385
559953,4912,93
337122,7424,235
843512,15662,1094
967088,26753,839
360753,18494,918
4807512,111866,3883
610679,27289,333
266977,6598,362
372961,7999,1038
409784,11830,241
309312,8991,278
1080282,38904,1355
1138373,29337,698
4336200,131390,8870
430057,12836,394
724779,25085,1163
1487010,29233,2573
863500,26271,1120
392588,9284,594
196840,5714,601
787005,20083,1947
341307,11446,55
1515334,117170,834
3623148,25410,465
512959,19458,412
463719,1751,14
712183,15098,936
448806,21676,718
230281,18664,363
275780,1548,168
819989,11752,466
423991,21779,598
2167506,38567,1566
1831571,71910,2356
1990322,52587,2491
256903,10501,159
764217,15757,223
7482189,145542,5796
288042,13919,309
3104607,85417,2437
986647,18658,359
481276,1367,839
945298,15648,1355
2409987,50125,1153
635511,20211,690
3779019,4755,305
348328,17465,303
199385,3007,80
4066110,131958,1821
209672,10893,110
350491,31249,186
2855956,37621,1483
6992640,91524,17371
501064,4430,91
392155,2066,1259
763927,14275,359
541583,20058,347
1062124,0,0
146125,3971,114
803414,25205,446
502910,29945,283
11114935,1760519,10748
340750,11201,163
222976,5359,316
165024,11746,80
1413179,25757,741
506688,14262,6973
791528,22320,809
1776383,29869,1677
932496,69654,614
739499,23190,412
519042,10803,630
1057556,22666,1386
158957,18186,64
636531,23608,445
881492,32388,484
5751961,284613,5393
1538007,19853,1584
589489,12429,153
275957,4614,193
391852,13038,248
318839,16090,293
1036529,18768,1224
422586,22248,211
822369,36353,944
810549,14945,3507
404843,16471,776
2033802,20217,4233
7022562,110151,6144
3770674,36119,1996
4159065,337616,4811
861822,19323,532
1353109,16766,1370
443675,6434,1668
1585496,33924,961
3148434,173415,3166
1587545,8157,511
801597,16086,182
19998243,371137,30159
19716689,975715,9118
525039,6030,214
1708038,107778,1000
2164758,60951,3102
1668355,28470,1858
493496,8151,322
692006,22148,1435
211898,1778,196
1709292,125754,1435
449388,10488,271
806099,26869,4522
716764,25582,568
1907955,20951,2526
184718,7550,143
1048751,42975,972
627239,51158,724
2251644,17242,530
320608,17766,289
3311448,49237,1832
144121,7142,116
285508,12469,233
1332018,30829,3421
2130488,93599,2187
456972,3689,260
978670,38420,672
242848,11135,301
1349420,33751,838
478405,14678,5210
293147,4165,90
1392632,76341,3460
763000,2187,261
1197826,57075,766
162446,10489,235
3110326,52822,2251
1903772,45066,1360
404772,16308,419
292602,9830,290
780422,17430,379
341767,29057,113
473544,18819,634
5161538,290559,6511
340864,15093,265
465108,13907,350
1087693,13800,1301
753344,26110,5341
723555,14400,169
3595550,156992,2023
241215,3316,151
2357747,429897,1537
781035,718,137
269878,10425,110
850683,13219,1145
268548,13967,127
704672,14999,1179
805918,17033,399
545974,6261,115
8515654,244656,8139
3025368,140678,1186
1669974,23244,1914
2467397,149149,22066
39770100,1592490,89677
664929,26263,322
3254009,374378,3006
1812359,50234,3597
387314,19264,454
2959693,49683,3916
2071315,28831,3774
610570,4519,341
1271600,52603,415
1341921,61358,2612
424034,8112,285
270805,9939,211
491800,49440,297
817903,39300,1026
403301,6668,712
5544823,13961,3027
856305,20748,2574
184163,11430,209
207728,8135,187
17017392,919930,8880
1590586,7276,253
244479,9370,137
3423400,47769,5673
194487,7730,131
1589536,90068,2995
2554984,184975,3811
380829,7847,736
726747,8886,212
309864,3642,190
157718,5686,112
3054346,121477,1482
799423,39561,610
2863209,187890,3953
1003988,19177,486
3898249,116212,8272
601729,31118,1745
2020895,74671,1397
436696,13154,510
2826690,49904,7391
3738696,215291,6856
55788936,665927,57511
148675,5613,108
3277066,175828,4533
2716286,31525,1114
9410655,322734,9357
424884,11956,715
2128508,264835,5210
10457323,93805,27576
206188,4334,63
1134847,80116,2298
159774,4993,142
3253164,75483,3411
16407659,700309,22609
1710157,44078,449
1863547,42589,3159
5400534,194978,30752
589732,5068,95
719093,29573,371
347519,7624,242
366833,18660,930
270038,6645,366
847017,15676,1099
381912,8108,1039
423556,12148,246
316097,9085,280
4697573,136473,9068
1240582,30873,722
855737,27844,1438
434430,12893,396
1084820,38993,1359
200121,5771,603
838332,20943,2068
902532,27264,1145
353276,11944,56
416234,9500,608
1550361,118489,844
3674880,25851,475
471608,1774,14
547067,20415,439
748313,15535,971
455403,21880,722
2190599,38870,1570
822952,11783,467
233708,18805,365
280099,1572,172
425849,21842,603
2013620,52937,2498
1842399,72172,2359
282736,11105,177
7546285,146271,5822
304246,14619,328
3150065,85944,2453
1020284,19084,369
949210,15680,1362
483597,1375,845
2445835,50613,1170
351205,17559,304
648021,20483,696
3802925,4825,312
201507,3016,80
4117221,132967,1840
2878645,37766,1492
356352,31530,186
211629,10954,110
7098929,93582,17475
509275,4464,90
394007,2070,1261
768487,14344,361
550974,20213,351
147863,4030,115
807602,25273,446
524875,30756,284
11474303,1769262,10907
250235,5719,355
167299,11845,80
1418091,25804,744
508621,14288,7003
846920,23180,848
1778040,29885,1678
956459,70881,627
525644,10917,633
1065047,22770,1394
161101,18308,64
638991,23677,446
937782,32930,493
1549476,19955,1586
5888043,287889,5431
595038,12503,155
277849,4642,194
401024,13171,250
320756,16159,296
1040659,18814,1224
437061,22452,212
825458,36455,946
814243,14978,3510
410257,16592,779
2085977,20609,4302
7441922,112910,6146
30173222,1242227,16901
8053628,212314,17270
736843,21385,519
629052,6565,236
1250660,21567,2543
371752,6749,711
926002,15061,625
258892,4624,81
861378,73891,1922
233958,16911,126
2067085,120529,1317
1131661,60960,3520
841111,12890,597
2614403,67591,4022
2128122,33693,2264
989578,27080,2028
393731,3184,470
2505868,147279,1889
1261976,16876,332
588165,12412,370
903921,28939,4869
792226,27230,607
216070,2034,76
1992952,21507,2627
460897,14764,345
237399,8591,254
938349,61161,949
1178272,45309,1085
496129,47459,763
189047,16839,74
174245,3600,223
242979,6046,97
3123421,19391,688
480700,23122,407
368571,14332,307
186792,8322,160
1500855,33552,3750
1634912,40202,1021
2210918,96026,2249
497609,3908,280
549258,15579,5261
1043436,39565,774
459556,4850,322
218306,15535,108
283745,12552,390
1448688,78097,3738
1377081,61217,888
255842,12585,314
364657,10984,352
1995022,46245,1488
3313121,54312,2318
435846,16882,473
1014780,19945,446
371604,30034,131
521486,19607,679
891651,17338,220
1443592,17816,1700
5730346,304037,6990
362395,15602,288
503643,14513,385
691505,26217,230
800108,27281,5520
3761199,161743,2112
271020,3726,164
2458983,440524,1577
1132930,774,147
280015,10766,118
804358,16397,1274
888329,18387,426
598317,6587,123
285409,14487,128
3458494,146787,1289
9094014,251296,8428
43738208,1658754,94043
3633998,385072,3124
2543367,151454,22442
1399587,62857,2653
715036,27919,347
649653,4816,362
1862796,50834,3663
1417134,57279,457
2107214,29031,3807
400033,19581,470
3062649,50976,4025
543242,51333,315
443922,8318,297
6151213,15607,3737
277821,10194,216
413937,6741,723
850180,40309,1061
906915,21968,2620
191389,11577,234
212115,8222,194
18276864,944031,9367
1849565,7456,261
264956,10200,142
3525034,48830,5770
1734465,97376,3247
218074,7980,137
2623124,187800,3845
388931,7939,751
320865,3665,194
743934,8992,217
166647,5824,121
3107596,122364,1499
813870,39936,623
2994047,193181,4107
1207138,21301,584
3966380,117643,8359
613655,31620,1754
452989,13331,520
60962220,692723,59965
2919117,50785,7506
3788443,216387,6913
150202,5665,108
3427708,179048,4599
2805605,32356,1129
10258028,331758,9736
439972,12086,723
10856682,96392,27856
232458,4833,70
1142085,80406,2304
163599,5045,144
3292117,75771,3448
18176356,718327,23419
1838371,45102,471
1880930,42674,3170
5518903,197083,31131
611176,5140,102
831485,31872,412
356432,7812,251
371467,18780,944
273622,6699,368
848676,15682,1106
437414,12445,251
393598,8224,1040
321275,9157,282
5070554,141305,9266
1333817,32211,752
1027361,31506,1733
438304,12953,397
207905,5950,612
890541,21742,2203
946850,28485,1169
365027,12380,58
439426,9697,621
1576947,119466,854
3718505,26104,478
584331,21460,463
480443,1806,15
2215447,39203,1574
461616,22072,727
826773,11827,469
236420,18933,369
284870,1596,175
427771,21891,604
2032081,53213,2509
1856188,72525,2366
303917,11605,187
7608830,146746,5842
316309,15126,340
3191887,86426,2464
1052880,19555,377
951655,15705,1363
486911,1380,847
2494281,51271,1190
664016,20765,709
354208,17643,304
3820114,4859,316
202920,3024,81
4183227,134116,1860
2898470,37893,1497
367435,31721,186
213958,11023,112
7199161,95510,17592
516214,4495,90
395229,2072,1261
774567,14434,362
562238,20387,357
812757,25356,447
11852772,1777663,11062
547743,31489,288
269123,5996,383
169726,11947,80
1423050,25832,745
511315,14349,7047
885778,23830,867
1779761,29903,1680
986598,72552,644
535030,11057,637
1072587,22869,1401
641267,23732,446
996449,33481,505
1563582,20118,1591
6013966,290477,5463
610581,12597,155
279585,4658,193
410327,13307,252
322244,16212,297
2789452,83508,2926
1865071,137893,3691
404822,22557,1411
3520365,255975,3514
13697378,312973,29857
364182,3759,140
36112519,1355009,22416
1748254,34457,1661
757927,10169,2259
237817,8448,95
1728905,25481,4119
1129543,19666,801
447791,6451,210
401996,6385,236
1811013,74579,6617
1106696,84104,4004
215390,5047,123
414353,22303,255
493898,11834,340
1312455,19417,927
2225855,125253,1455
262661,6044,121
2487743,37724,2530
1143432,29524,2324
2845610,70871,4452
479495,3798,641
1451019,18492,441
558173,15839,484
3220014,161115,2184
665225,13419,433
369197,22110,169
421936,7378,547
1176625,66964,1133
964669,30279,5059
840224,28320,633
268714,2323,119
269885,9313,313
165822,3579,70
326759,8083,152
577774,51822,964
1252428,46618,1151
2055800,21874,2648
360043,11287,172
626043,28016,492
419343,15468,329
211445,8914,186
3866200,20541,770
196934,3929,51
181093,8950,61
1633904,35866,3960
1839921,44968,1161
2266393,97597,2291
601228,16039,5284
518625,3990,287
1072184,40146,800
523017,5244,374
261919,16553,130
305789,13309,420
1482743,79319,3849
1477684,63531,934
311153,13703,342
262126,11062,432
438384,11843,379
452623,17319,504
3392787,55082,2378
1548521,58085,465
1191881,21694,486
1044870,20396,262
148322,2545,113
384930,30566,137
550450,20193,711
6156518,313578,7375
523220,14856,397
831011,27969,5607
375426,15925,297
3905383,165638,2195
300884,4912,44
292173,3992,173
2531615,447346,1615
1144998,794,151
287291,11000,121
877175,17453,1350
295836,14773,129
9617675,256695,8667
3804400,150924,1372
47247436,1706733,97482
3943789,392084,3206
2619670,153693,22834
1445194,64079,2698
758561,29731,364
1529861,60927,484
1901537,51302,3717
2132920,29175,3831
683778,5049,393
409532,19823,481
3163208,51867,4132
581484,52510,329
6535720,16788,4312
459212,8458,305
284696,10379,222
877964,41123,1097
946633,22713,2661
420170,6776,728
198016,11692,260
216467,8293,197
19449737,961748,9677
2039680,7628,269
3656163,50171,5857
1857154,103235,3448
240418,8187,142
2679373,190208,3880
396791,8032,759
324751,3672,194
752602,9059,218
177740,6072,126
3145441,122975,1513
825627,40244,630
3083251,196442,4218
1415482,23154,660
4022115,118767,8414
64594661,714816,62029
624481,32146,1761
464840,13493,526
2973190,51356,7545
3831164,217380,6942
151473,5709,108
3558564,181599,4640
2900766,33216,1149
10947271,338804,10062
451210,12183,728
11150199,98122,28045
256100,5263,77
1148062,80639,2306
165453,5083,144
19832315,734437,24150
3319097,76051,3478
1963901,46020,494
1895053,42709,3176
5621751,198941,31455
929511,33857,433
627001,5191,107
365095,7955,263
375618,18874,952
277092,6745,372
850092,15695,1108
450866,12725,255
404032,8344,1043
325532,9199,286
1405755,33196,766
5406173,145276,9427
1142121,33646,1941
441968,13011,398
212441,6024,616
373816,12703,60
1599390,120256,863
458154,9852,630
990612,29706,1198
3751127,26283,480
617734,22420,487
497601,1875,17
2237102,39435,1578
467857,22237,733
830218,11850,471
239248,19049,371
288366,1609,177
429664,21956,606
2051250,53464,2516
1871078,72871,2400
328318,12111,207
7655436,147144,5857
326125,15550,346
3227166,86836,2473
1083620,20014,389
489552,1385,848
2560454,52275,1224
684106,21157,720
356854,17720,306
3831690,4900,322
4244461,135190,1874
2913821,37952,1503
375799,31890,189
216380,11101,112
7289439,97256,17723
522854,4518,91
571803,20556,364
817600,25447,452
12163782,1784129,11162
564951,32030,292
281678,6171,395
172301,12038,81
1426823,25850,747
931253,24510,897
1010818,73781,656
1781312,29914,1680
543968,11200,642
1080339,22984,1407
6106813,292251,5483
643097,23778,447
1045195,34023,515
778600,57284,924
1644037,42309,1177
346236,6588,315
728277,13050,763
4749671,116435,5782
317382,2997,617
350104,32309,389
333728,25413,684
677098,18993,1253
169684,1680,277
2510657,166685,4989
973053,36510,5770
596482,45517,315
241446,1617,102
1790451,179667,1235
4262630,284462,4430
211615,11419,329
290912,8545,332
17613868,373733,36817
39980116,1420086,26136
2115619,38290,2074
956003,11794,2968
435589,10601,655
158585,1282,22
280407,3235,174
422808,14442,215
397840,32390,180
1247694,21568,873
319511,6508,181
543334,7404,280
2199664,80558,8346
1214456,88193,4878
467558,9926,342
771042,16811,581
491659,24267,312
247744,8144,65
348267,7356,186
1596261,22950,1116
2300234,127372,1506
2780945,40977,2757
1219593,30747,2462
2938527,72246,4625
519942,4042,707
174233,5642,65
615861,16438,545
3807560,170038,2387
1562256,19458,490
539184,26749,237
779881,14417,475
636473,10390,787
154184,4753,110
256917,4944,120
1373299,70758,1246
298193,2474,133
865222,28829,649
1004531,31168,5168
367340,9032,173
289795,9771,335
615732,53553,1035
1291790,47361,1178
388954,11739,200
731696,31175,552
450553,16237,350
2100578,22181,2681
225918,9302,200
3945913,21159,802
193255,9284,71
223831,4297,61
1720495,37143,4082
1951573,47445,1241
742377,60711,282
549022,5417,388
1085724,40548,802
532534,4037,293
286864,17243,135
317798,13676,426
632148,16260,5301
260560,2904,512
2298338,98537,2308
487654,12348,397
1529624,64697,956
344664,14387,360
267516,11219,437
1504662,80078,3904
3432865,55495,2409
463223,17552,520
1930911,70775,590
178787,2926,129
1290414,22716,516
1148898,21971,293
393203,30915,141
6500979,320680,7662
538891,15183,408
567964,20493,722
851444,28411,5680
406130,6025,172
384237,16122,302
4001442,168096,2241
306630,4159,175
1151252,815,153
2626302,457519,1630
292273,11150,122
907602,17949,1381
302794,14931,131
4199687,154813,1457
10153928,260600,8832
50807655,1743672,100344
4427710,397940,3313
2712687,155322,23177
1498171,64844,2718
1610671,63538,512
794993,30899,387
1941200,51605,3757
2192738,29338,3852
713160,5162,398
422918,19968,487
3256282,52554,4222
611285,53361,343
476633,8556,314
292626,10518,225
903104,41570,1125
987635,23261,2689
434776,6801,736
203474,11774,266
220422,8349,198
20546052,975760,9910
2055529,7743,270
3745968,50925,5906
1945380,107111,3587
264280,8343,153
337152,3687,196
763863,9106,219
187540,6260,132
3183166,123408,1523
833014,40430,635
1665865,24927,750
3143991,198484,4257
4070154,119675,8454
68480947,733499,63862
637423,32667,1765
3010640,51675,7556
479190,13653,530
3867267,218085,6952
153263,5735,108
3687936,183545,4681
3000556,34080,1164
11654342,345210,10330
462327,12268,737
11429648,99663,28215
285793,5821,81
21486931,747466,24836
1154894,80859,2312
167124,5098,144
3347569,76251,3501
2102429,46955,508
1916297,42842,3189
5706388,200381,31678
1025238,35362,467
643818,5230,108
376084,8078,272
381009,18982,954
280249,6776,374
459727,12914,261
412629,8425,1044
329150,9243,286
1480692,34067,777
5714711,148295,9598
1204315,34875,2049
446482,13124,400
215381,6071,618
381896,12939,62
1629086,121622,873
1027454,30607,1221
667175,23897,514
3805642,26527,483
506237,1910,17
4410868,1293,270
2258190,39674,1585
473057,22381,736
832485,11868,471
241972,19167,374
291933,1632,178
431052,22001,610
2067717,53706,2520
1884168,73234,2400
353056,12613,229
7689941,147430,5867
333786,15856,351
1111324,20338,392
2606093,52945,1233
493836,1391,851
700692,21429,732
359135,17772,306
3845880,4926,322
3259936,87201,2482
4289238,135901,1893
2929814,37999,1507
380230,32022,189
7365395,98457,17797
1053434,36918,597
750825,17322,427
722674,4756,541
1595411,104575,2023
5635250,73399,13195
355033,23971,150
581532,4585,2179
703471,36758,542
325270,2793,1103
2253063,48501,1816
1540399,60111,1833
4293828,202649,6486
480845,8187,494
291118,13259,143
124534,8520,108
3247783,8072,284
407976,23648,363
1076513,18158,1178
500906,29924,1661
5508851,126278,6569
475241,38227,631
946592,45703,837
818895,21096,1756
527892,3538,433
181774,10777,97
1859439,29035,1204
201224,19081,145
2685137,174415,5292
1196347,41281,7459
655974,47429,417
298315,2001,132
477188,2934,162
1985358,192907,1488
4697844,301355,4946
253584,12658,455
340445,9248,451
20616664,420036,41438
42862117,1464998,28312
2272944,40231,2257
328964,3421,206
205900,1769,35
487115,11147,778
1038009,12567,3267
473391,35080,236
539298,17123,284
382536,7328,217
174882,14112,87
1308851,22340,908
593679,7903,303
2481355,84337,9561
551958,10541,398
1275395,90583,5240
373175,12448,100
952759,19610,690
527786,25016,328
392322,7937,212
3151749,44785,3344
2346680,128885,1530
1745551,24903,1197
1267252,31393,2512
2999837,73239,4711
640281,16740,568
530907,4097,723
1612248,19796,512
4309640,177689,2541
655036,29452,276
211281,6290,85
176307,5136,138
306041,5656,143
903753,15544,509
310790,2549,139
402804,10086,181
661576,56267,1076
889106,29320,663
1534412,73403,1328
1029540,31757,5168
301052,10006,342
413874,12134,211
1319814,47894,1194
793837,33278,568
2130602,22327,2699
467994,16667,358
136757,4895,62
234297,9530,205
202690,9589,73
242635,4586,70
1797044,38260,4187
838062,63909,311
2030551,49191,1281
1094582,40771,804
545774,4083,300
308121,17756,142
565550,5500,395
326821,14004,430
659445,16533,5316
286110,3309,574
1583199,65880,980
538053,12906,416
2327316,99250,2320
370109,14878,380
271198,11321,445
1521121,80706,3935
3461818,55771,2423
2098478,76016,642
471175,17758,537
204243,3243,144
1351871,23596,531
1224947,22963,319
400499,31161,142
6798183,326639,7882
553822,15445,415
581390,20770,731
522143,6940,302
865612,28683,5718
4134994,170593,2294
393871,16347,309
316442,4269,177
2804362,470804,1787
1158328,824,156
296379,11255,123
925804,18222,1397
308599,15070,134
4507746,157582,1535
10527804,264352,8982
54230077,1780807,103114
4707522,402736,3385
2762828,156678,23485
1529394,65452,2738
1701514,66438,552
812853,31609,396
1965718,51896,3786
725161,5211,405
3311921,53068,4275
646089,54410,352
483394,8617,317
298120,10664,229
917021,41899,1145
1009836,23684,2701
442374,6906,745
207655,11848,271
21481226,987147,10106
222511,8400,199
2066539,7898,274
202621,4526,29
2014328,110562,3709
284214,8480,158
339799,3693,197
194542,6449,140
767825,9138,221
3206967,123781,1528
837013,40537,640
1924948,26884,860
3181362,200011,4289
4104528,120442,8483
72206357,750096,65472
646663,33052,1771
3038935,52029,7565
489757,13849,537
3895180,218725,6971
3805384,185507,4749
3085503,34955,1176
12289024,351476,10565
471621,12357,741
11630850,100836,28365
329598,6735,100
23123777,759589,25471
2237038,47748,527
168186,5120,144
3369553,76466,3502
1970569,43365,3233
5772703,201411,31877
1120474,36815,496
655936,5277,110
380966,8167,280
384034,19054,958
282246,6799,375
466993,13093,262
420933,8474,1044
1568347,35091,793
5989894,150931,9711
1270496,36325,2152
217353,6100,620
387328,13118,64
1654937,122667,878
1066028,31684,1244
701018,24925,537
3868989,26893,491
510719,1940,17
4412801,1298,271
2275669,39859,1589
477272,22515,738
834067,11876,472
244228,19269,374
294668,1659,179
2082799,53925,2529
1895867,73579,2400
368852,12958,232
7714606,147739,5874
338651,16038,354
1136277,20647,403
2021267,66102,1696
2428883,123059,1493
229081,24190,98
830204,24278,221
3086728,30209,988
398525,32101,1090
941460,45115,887
926961,6365,764
785770,7718,142
432987,6751,193
203984,20083,103
167064,6304,398
1069205,15264,355
2035027,130918,2381
386520,4975,180
7286159,84386,16406
621125,34207,477
161597,8669,128
945936,14025,154
718219,5471,2948
249221,6236,303
794712,39548,653
466256,4042,1989
436192,16580,243
1906401,67518,2206
296237,38776,466
5764258,13948,530
4902635,217307,8642
201461,10540,252
2430543,50046,1973
529109,8787,535
491839,26755,464
373796,12736,686
1242483,20506,1370
645687,32901,2236
1262398,55004,1176
6037731,132975,7040
544664,40844,761
817094,5197,678
242872,11838,140
328788,12145,142
907859,22183,1974
271946,22198,241
2181976,32457,1420
1332402,44296,8282
2778545,178296,5431
682988,48315,459
325110,2181,146
2102367,200125,1605
5034472,314131,5291
276549,13246,515
367367,9635,500
5884078,500006,16910
22678048,453423,44742
2383841,41788,2367
354281,3499,220
240447,2029,39
45064699,1494997,29812
518042,11446,839
1129913,13266,3455
526026,36587,258
587381,17818,301
413748,7690,231
198199,14821,118
1337291,22648,925
591674,10770,417
415190,14221,117
2764096,88455,10846
1313527,92328,5413
1033451,20984,747
541451,25323,333
413540,8131,217
5540254,60004,7662
2381029,129916,1549
1846200,26307,1278
267667,7137,118
1310709,31854,2550
3053210,74274,4759
2583247,39754,306
651270,16892,572
542677,4123,734
4798045,184399,2711
743831,31605,300
330690,6031,151
196187,5476,159
987016,16274,522
1687089,75725,1401
321580,2595,142
700664,58167,1107
906606,29581,671
1051357,32182,5165
310575,10192,346
433320,12507,219
1346784,48342,1208
851727,34746,600
141492,5007,62
209529,9783,74
255014,4780,75
241083,9682,208
931316,67001,341
1865136,39025,4274
2112542,51079,1339
1101365,40941,804
328889,18187,151
556805,4109,304
574513,5549,401
308514,3660,605
332676,14218,439
682987,16755,5331
1627876,66560,995
587723,13400,428
2347310,99700,2331
274768,11406,446
397179,15294,394
3483180,55954,2440
2205494,79105,668
482557,18062,552
220927,3422,151
1285098,23430,330
1399883,24161,542
407975,31519,143
7071052,332007,8115
567246,15655,422
592487,21000,741
635746,7711,374
875450,28861,5741
402397,16516,320
322783,4357,178
2920123,477593,1936
1168313,832,156
299420,11332,124
945242,18539,1410
312029,15138,136
4809376,160313,1595
10967543,268670,9120
57542059,1811840,105452
4954458,406873,3458
2807413,157948,23740
1556961,65949,2759
1808201,69962,582
826452,32039,397
2025599,52431,3806
733893,5260,408
3357904,53419,4307
681337,55257,356
487057,8647,317
308171,10910,234
929384,42188,1162
1026719,23983,2715
454722,7072,751
22331130,996754,10240
224269,8439,199
211247,11937,276
2074180,8033,282
208702,4646,30
2068056,113168,3795
303697,8591,161
199351,6558,145
341132,3699,198
770714,9162,223
3229849,124115,1537
2184748,28631,970
840945,40651,643
3212474,201255,4324
4139421,121215,8521
75697961,765637,66867
655487,33408,1777
501299,14059,546
3067478,52341,7578
3921552,219249,6989
3918264,187246,4792
3166130,35685,1187
12880738,356915,10790
478968,12429,744
11758995,101565,28465
364409,7363,116
24679463,772018,26068
2358490,48454,541
168965,5139,143
3383861,76615,3502
2023348,43791,3268
1219447,38446,530
5827169,202207,32018
666445,5308,111
385913,8222,282
386159,19104,962
283818,6815,375
474560,13270,263
429266,8535,1046
1666370,36377,807
6261069,153566,9818
1323176,37539,2237
218903,6122,621
1669402,123187,879
1107915,32876,1269
719556,25426,551
3916992,27409,500
514107,1953,17
4414661,1306,271
2288043,39996,1591
1393971,28302,1198
328533,6967,307
2294001,6398,1410
666377,33684,741
1158470,27318,942
693549,49074,1178
4321512,598021,2990
812137,21705,513
1286401,25151,980
380618,30931,331
1856593,49630,980
513336,9520,350
2469706,78377,2076
194010,1945,79
681416,41197,2716
2778867,133428,1954
344119,3711,2315
318399,2041,131
1226985,35641,402
4159821,34584,1133
223107,15437,331
960599,23976,251
782177,12161,295
765238,8818,324
1138670,51064,1058
164214,3411,288
980144,6684,838
963154,9513,227
273926,22524,199
966262,46492,576
506663,5990,260
1337261,18250,450
660104,19172,359
2312320,143456,2535
227822,7196,506
306060,26927,292
238399,10901,241
8198243,88916,17628
691138,36771,571
9391723,16933,745
149709,9401,105
784288,5869,3224
524022,4630,2260
838561,40865,689
476387,12807,1599
499728,17760,281
334239,41522,533
2069487,70482,2353
492593,15236,854
232790,11261,324
5332719,229049,9451
558524,9154,561
2515218,50615,2014
527617,28024,494
1343990,22051,1443
1349890,57387,1253
699701,33851,2383
574842,41851,808
1079957,7229,936
257405,12107,148
360257,12733,151
308022,24342,274
955868,22696,2034
1391665,46310,8529
2843666,180840,5515
696634,48781,468
2176830,204246,1639
337373,2218,152
290848,13588,541
5239892,321948,5483
376465,9781,505
6635380,518232,17798
24117244,475288,47090
2462264,42849,2423
256301,2050,44
545793,11699,857
46707200,1513427,30566
1202546,13788,3567
564600,37671,261
645087,18293,317
423062,7812,236
216197,15586,121
1357653,22842,934
617485,11008,440
435706,15294,127
2967436,91590,11740
1342787,93558,5551
1079519,21703,780
429702,8273,223
551598,25554,335
5676658,61782,7768
325530,7859,153
2409345,130673,1564
2956598,46388,358
1334881,32177,2577
3107524,75324,4818
660513,17007,573
556897,4158,753
5310528,190898,2871
1905587,27148,1324
822144,33368,322
213005,5778,182
341389,6166,156
1042805,16858,540
1838623,77701,1469
725660,59315,1128
919031,29776,676
1080838,32751,5164
318108,10275,353
903323,35750,616
144359,5090,63
214387,9916,77
262595,4880,78
246350,9786,208
1033216,70460,385
2175151,52365,1381
1108178,41057,808
352882,18473,162
327976,3931,616
561752,4123,308
580161,5572,402
337901,14401,442
703054,16937,5338
1666646,67083,1008
623734,13755,440
2360786,100025,2341
279055,11512,451
425179,15896,402
3498559,56096,2453
2261397,80643,681
487718,18174,558
234832,3561,154
1350114,23990,341
1440020,24571,553
414514,31842,143
7310136,336625,8309
581724,15876,430
736348,8226,473
598231,21129,743
884799,29025,5762
408015,16643,321
2982598,481055,2001
1173372,842,157
302153,11390,124
968092,18890,1436
316215,15176,139
5117070,163069,1651
11387814,272475,9264
60462748,1838256,107383
5205020,411335,3513
2843211,158863,23973
1582523,66362,2772
1929209,73543,609
836438,32415,400
2051169,52679,3811
740525,5290,411
3393763,53782,4326
709368,55947,363
489711,8674,317
319986,11132,243
938915,42399,1170
1039954,24238,2728
461133,7139,755
23080831,1005394,10404
225956,8471,201
214086,12019,280
2083009,8219,285
212670,4721,32
2110376,115149,3880
324526,8707,171
203256,6610,147
342198,3703,199
3249647,124402,1545
2460390,30406,1055
844109,40721,644
3241858,202409,4354
4173479,121956,8545
79333122,781521,68368
661227,33605,1779
513381,14246,551
3092153,52589,7585
3943333,219617,6995
4029646,188935,4831
13470638,362282,11013
3226577,36253,1201
485953,12468,751
11937969,102245,28568
384873,7709,123
26250616,784725,26636
2479349,49055,560
169610,5146,143
2060702,44145,3311
1321814,40178,558
5875671,202863,32117
675659,5335,112
389158,8265,286
285462,6850,376
482005,13454,264
437541,8586,1047
1759167,37479,825
1648886,0,0
455808,22008,1530
1496990,137646,1872
586633,13988,631
490845,12471,180
3241405,42172,1270
397385,5987,640
541209,28697,486
2763271,355000,2084
2054204,38148,1813
811636,77032,1537
450980,8304,542
291737,7065,539
1760461,79940,2149
785136,46291,1170
3402093,9698,2283
245996,15951,442
932072,37829,999
813964,9883,413
1520030,34925,1491
414184,5349,245
990546,25160,669
195017,19452,179
453628,33567,482
1488019,28454,1211
635048,11189,484
2113808,52391,1178
784114,44345,3354
251579,7468,216
2677094,83756,2145
196187,6473,599
418848,4026,2493
2911933,137759,2051
262472,4652,378
279061,17230,501
1502910,41546,460
4583101,36709,1202
861217,12938,405
910538,9883,368
1251241,54377,1130
1086506,10793,273
998681,6784,854
311157,23624,249
548024,6481,284
723936,20687,499
253227,7609,540
2509613,151960,2639
1211361,54242,712
337121,28292,345
275791,11971,302
8718657,91398,18207
731175,38317,597
9572037,19001,856
619169,19163,1011
157190,9605,126
556251,5033,2393
813344,6036,3315
496994,13033,1632
353132,43036,563
537916,18444,302
2185145,72545,2457
252261,11649,339
577498,9339,568
2550732,50860,2027
550915,28864,516
5700339,239565,9786
1446981,59734,1298
1433425,23385,1462
729521,34495,2421
1263060,8180,1071
596464,42506,829
